Species,Series,Temp, Polyp,Date,Age,Cum N,R,R 1
Cf,A,16,28A,07/11/2013,3,1,0,0
Cf,A,16,28A,10/11/2013,6,1,0,0
Cf,A,16,28A,13/11/2013,9,2,1,1
Cf,A,16,28A,16/11/2013,12,2,0,1
Cf,A,16,28A,19/11/2013,15,2,0,1
Cf,A,16,28A,22/11/2013,18,3,1,1.03925922603184
Cf,A,16,28A,25/11/2013,21,5,1.25992104989487,1.0682416908144
Cf,A,16,28A,28/11/2013,24,5,0,1.0594630943593
Cf,A,16,28A,01/12/2013,27,8,1.44224957030741,1.07473137460101
Cf,A,16,28A,04/12/2013,30,8,0,1.06701355025574
Cf,A,16,28A,07/12/2013,33,9,1,1.06504108943996
Cf,A,16,28A,10/12/2013,36,9,0,1.0594630943593
Cf,A,16,28A,13/12/2013,39,9,0,1.05476607648165
Cf,A,16,28A,16/12/2013,42,9,0,1.05075663865322
Cf,A,16,28A,19/12/2013,45,15,1.81712059283214,1.06039949419267
Cf,A,16,28A,22/12/2013,48,15,0,1.05651986551366
Cf,A,16,28A,25/12/2013,51,15,0,1.05310845299898
Cf,A,16,28A,28/12/2013,54,15,0,1.05008533472094
Cf,A,16,28A,31/12/2013,57,19,1.5874010519682,1.05201595069094
Cf,A,16,28A,03/01/2014,60,23,1.5874010519682,1.05286747888721
Cf,A,16,28A,07/01/2014,63,23,0,1.05028774126374
Cf,A,16,28A,10/01/2014,66,30,1.91293118277239,1.05234355457028
Cf,A,16,28A,13/01/2014,69,32,1.25992104989487,1.05102715672467
Cf,A,16,28A,16/01/2014,72,32,0,1.04884993797762
Cf,A,16,28A,19/01/2014,75,32,0,1.0468508803077
Cf,A,16,28A,22/01/2014,78,32,0,1.04500897822274
Cf,A,16,28A,25/01/2014,81,32,0,1.04330640303061
Cf,A,16,28A,28/01/2014,84,32,0,1.04172792423148
Cf,A,16,28A,31/01/2014,87,32,0,1.04026045291312
Cf,A,16,28B,04/11/2013,0,1,0,0
Cf,A,16,28B,07/11/2013,3,1,0,0
Cf,A,16,28B,10/11/2013,6,1,0,0
Cf,A,16,28B,13/11/2013,9,2,1,1
Cf,A,16,28B,16/11/2013,12,3,1,1.0594630943593
Cf,A,16,28B,19/11/2013,15,4,1,1.07598962472535
Cf,A,16,28B,22/11/2013,18,4,0,1.06293507041105
Cf,A,16,28B,25/11/2013,21,4,0,1.05370747209307
Cf,A,16,28B,28/11/2013,24,8,1.5874010519682,1.08445720458648
Cf,A,16,28B,01/12/2013,27,9,1,1.08005973889231
Cf,A,16,28B,04/12/2013,30,9,0,1.07177346253629
Cf,A,16,28B,07/12/2013,33,11,1.25992104989487,1.07226722201032
Cf,A,16,28B,10/12/2013,36,11,0,1.06605049898479
Cf,A,16,28B,13/12/2013,39,12,1,1.06341400728873
Cf,A,16,28B,16/12/2013,42,16,1.5874010519682,1.0666014575698
Cf,A,16,28B,19/12/2013,45,16,0,1.06202651904254
Cf,A,16,28B,22/12/2013,48,16,0,1.05803954781302
Cf,A,16,28B,25/12/2013,51,18,1.25992104989487,1.05712525762603
Cf,A,16,28B,28/12/2013,54,20,1.25992104989487,1.05604061715817
Cf,A,16,28B,31/12/2013,57,25,1.7099759466767,1.0573389533419
Cf,A,16,28B,03/01/2014,60,30,1.7099759466767,1.05772629243726
Cf,A,16,28B,07/01/2014,63,30,0,1.05490333818663
Cf,A,16,28B,10/01/2014,66,36,1.81712059283214,1.05534624777104
Cf,A,16,28B,13/01/2014,69,36,0,1.05287738565579
Cf,A,16,28B,16/01/2014,72,37,1,1.05103048414282
Cf,A,16,28B,19/01/2014,75,38,1,1.04932339648915
Cf,A,16,28B,22/01/2014,78,45,1.91293118277239,1.04971138159906
Cf,A,16,28B,25/01/2014,81,45,0,1.04782688956514
Cf,A,16,28B,28/01/2014,84,47,1.25992104989487,1.04663375264901
Cf,A,16,28B,31/01/2014,87,53,1.81712059283214,1.04646372010908
Cf,A,16,28C,04/11/2013,0,1,0,0
Cf,A,16,28C,07/11/2013,3,1,0,0
Cf,A,16,28C,10/11/2013,6,2,1,1
Cf,A,16,28C,13/11/2013,9,3,1,1.08005973889231
Cf,A,16,28C,16/11/2013,12,3,0,1.0594630943593
Cf,A,16,28C,19/11/2013,15,5,1.25992104989487,1.09682497969463
Cf,A,16,28C,22/11/2013,18,6,1,1.09353242956046
Cf,A,16,28C,25/11/2013,21,6,0,1.07965322389736
Cf,A,16,28C,28/11/2013,24,6,0,1.06935954481312
Cf,A,16,28C,01/12/2013,27,6,0,1.06142124961051
Cf,A,16,28C,04/12/2013,30,6,0,1.05511306353623
Cf,A,16,28C,07/12/2013,33,8,1.25992104989487,1.06074020838234
Cf,A,16,28C,10/12/2013,36,8,0,1.05554060733298
Cf,A,16,28C,13/12/2013,39,13,1.7099759466767,1.06578919736411
Cf,A,16,28C,16/12/2013,42,13,0,1.06094969325245
Cf,A,16,28C,19/12/2013,45,13,0,1.05677323534349
Cf,A,16,28C,22/12/2013,48,18,1.7099759466767,1.06080205535685
Cf,A,16,28C,25/12/2013,51,18,0,1.05712525762603
Cf,A,16,28C,28/12/2013,54,25,1.91293118277239,1.06061915777943
Cf,A,16,28C,31/12/2013,57,26,1,1.05809646465199
Cf,A,16,28C,03/01/2014,60,29,1.44224957030741,1.05710785644267
Cf,A,16,28C,07/01/2014,63,30,1,1.05490333818663
Cf,A,16,28C,10/01/2014,66,30,0,1.05234355457028
Cf,A,16,28C,13/01/2014,69,34,1.5874010519682,1.0519799157385
Cf,A,16,28C,16/01/2014,72,39,1.7099759466767,1.05182003469114
Cf,A,16,28C,19/01/2014,75,39,0,1.04969657770723
Cf,A,16,28C,22/01/2014,78,42,1.44224957030741,1.04876145187955
Cf,A,16,28C,25/01/2014,81,42,0,1.04691376931882
Cf,A,16,28C,28/01/2014,84,42,0,1.04520097894102
Cf,A,16,28C,31/01/2014,87,42,0,1.04360883110419
Cf,A,16,28D,04/11/2013,0,1,0,0
Cf,A,16,28D,07/11/2013,3,1,0,0
Cf,A,16,28D,10/11/2013,6,2,1,1
Cf,A,16,28D,13/11/2013,9,4,1.25992104989487,1.12983096390975
Cf,A,16,28D,16/11/2013,12,4,0,1.09587269113524
Cf,A,16,28D,19/11/2013,15,4,0,1.07598962472535
Cf,A,16,28D,22/11/2013,18,7,1.44224957030741,1.1046650785975
Cf,A,16,28D,25/11/2013,21,8,1,1.09709128161018
Cf,A,16,28D,28/11/2013,24,8,0,1.08445720458648
Cf,A,16,28D,01/12/2013,27,8,0,1.07473137460101
Cf,A,16,28D,04/12/2013,30,8,0,1.06701355025574
Cf,A,16,28D,07/12/2013,33,8,0,1.06074020838234
Cf,A,16,28D,10/12/2013,36,8,0,1.05554060733298
Cf,A,16,28D,13/12/2013,39,8,0,1.0511608574875
Cf,A,16,28D,16/12/2013,42,8,0,1.04742125317857
Cf,A,16,28D,19/12/2013,45,8,0,1.04419102593573
Cf,A,16,28D,22/12/2013,48,8,0,1.0413727500691
Cf,A,16,28D,25/12/2013,51,8,0,1.03889235358651
Cf,A,16,28D,28/12/2013,54,8,0,1.03669251690219
Cf,A,16,28D,31/12/2013,57,8,0,1.03472819069867
Cf,A,16,28D,03/01/2014,60,8,0,1.03296347963311
Cf,A,16,28D,07/01/2014,63,8,0,1.03136942980728
Cf,A,16,28D,10/01/2014,66,8,0,1.02992242833251
Cf,A,16,28D,13/01/2014,69,8,0,1.02860302615022
Cf,A,16,28D,16/01/2014,72,8,0,1.02739505903668
Cf,A,16,28D,19/01/2014,75,8,0,1.02628498224611
Cf,A,16,28D,22/01/2014,78,8,0,1.02526136057471
Cf,A,16,28D,25/01/2014,81,8,0,1.02431447307893
Cf,A,16,28D,28/01/2014,84,8,0,1.02343600346019
Cf,A,16,28D,31/01/2014,87,8,0,1.02261879521172
Cf,A,16,36A,04/11/2013,0,1,0,0
Cf,A,16,36A,07/11/2013,3,1,0,0
Cf,A,16,36A,10/11/2013,6,1,0,0
Cf,A,16,36A,13/11/2013,9,2,1,1
Cf,A,16,36A,16/11/2013,12,2,0,1
Cf,A,16,36A,19/11/2013,15,2,0,1
Cf,A,16,36A,22/11/2013,18,6,1.5874010519682,1.09353242956046
Cf,A,16,36A,25/11/2013,21,6,0,1.07965322389736
Cf,A,16,36A,28/11/2013,24,6,0,1.06935954481312
Cf,A,16,36A,01/12/2013,27,15,2.0800838230519,1.10267921019599
Cf,A,16,36A,04/12/2013,30,15,0,1.09195380973852
Cf,A,16,36A,07/12/2013,33,15,0,1.08325612318855
Cf,A,16,36A,10/12/2013,36,18,1.44224957030741,1.08188011048653
Cf,A,16,36A,13/12/2013,39,20,1.25992104989487,1.07842154037875
Cf,A,16,36A,16/12/2013,42,24,1.5874010519682,1.07751194005164
Cf,A,16,36A,19/12/2013,45,24,0,1.07216251314614
Cf,A,16,36A,22/12/2013,48,24,0,1.06750355482847
Cf,A,16,36A,25/12/2013,51,30,1.81712059283214,1.06825385947576
Cf,A,16,36A,28/12/2013,54,30,0,1.06434259852347
Cf,A,16,36A,31/12/2013,57,30,0,1.06085518954383
Cf,A,16,36A,03/01/2014,60,36,1.81712059283214,1.06104662284228
Cf,A,16,36A,07/01/2014,63,37,1,1.05853010564852
Cf,A,16,36A,10/01/2014,66,37,0,1.05579679890834
Cf,A,16,36A,13/01/2014,69,37,0,1.05330733543712
Cf,A,16,36A,16/01/2014,72,37,0,1.05103048414282
Cf,A,16,36A,19/01/2014,75,37,0,1.04894012803909
Cf,A,16,36A,22/01/2014,78,37,0,1.04701425877614
Cf,A,16,36A,25/01/2014,81,37,0,1.0452341993828
Cf,A,16,36A,28/01/2014,84,37,0,1.04358399699998
Cf,A,16,36A,31/01/2014,87,37,0,1.04204994376156
Cf,A,16,36B,04/11/2013,0,1,0,0
Cf,A,16,36B,07/11/2013,3,1,0,0
Cf,A,16,36B,10/11/2013,6,1,0,0
Cf,A,16,36B,13/11/2013,9,2,1,1
Cf,A,16,36B,16/11/2013,12,4,1.25992104989487,1.09587269113524
Cf,A,16,36B,19/11/2013,15,7,1.44224957030741,1.12687761019083
Cf,A,16,36B,22/11/2013,18,7,0,1.1046650785975
Cf,A,16,36B,25/11/2013,21,7,0,1.08906755879445
Cf,A,16,36B,28/11/2013,24,7,0,1.07751411701842
Cf,A,16,36B,01/12/2013,27,7,0,1.06861291013564
Cf,A,16,36B,04/12/2013,30,7,0,1.06154491670905
Cf,A,16,36B,07/12/2013,33,7,0,1.05579679890834
Cf,A,16,36B,10/12/2013,36,7,0,1.05103048414282
Cf,A,16,36B,13/12/2013,39,7,0,1.04701425877614
Cf,A,16,36B,16/12/2013,42,7,0,1.04358399699998
Cf,A,16,36B,19/12/2013,45,7,0,1.04062019534899
Cf,A,16,36B,22/12/2013,48,7,0,1.03803377450757
Cf,A,16,36B,25/12/2013,51,7,0,1.03575697749521
Cf,A,16,36B,28/12/2013,54,7,0,1.03373735065327
Cf,A,16,36B,31/12/2013,57,7,0,1.03193365443347
Cf,A,16,36B,03/01/2014,60,7,0,1.03031301880014
Cf,A,16,36B,07/01/2014,63,7,0,1.02884892265508
Cf,A,16,36B,10/01/2014,66,7,0,1.02751973163942
Cf,A,16,36B,13/01/2014,69,7,0,1.02630762222499
Cf,A,16,36B,16/01/2014,72,7,0,1.02519777806179
Cf,A,16,36B,19/01/2014,75,7,0,1.02417778146135
Cf,A,16,36B,22/01/2014,78,7,0,1.02323714689027
Cf,A,16,36B,25/01/2014,81,7,0,1.02236695925817
Cf,A,16,36B,28/01/2014,84,7,0,1.02155959052812
Cf,A,16,36B,31/01/2014,87,7,0,1.02080847555335
Cf,A,16,36C,04/11/2013,0,1,0,0
Cf,A,16,36C,07/11/2013,3,1,0,0
Cf,A,16,36C,10/11/2013,6,2,1,1
Cf,A,16,36C,13/11/2013,9,4,1.25992104989487,1.12983096390975
Cf,A,16,36C,16/11/2013,12,7,1.44224957030741,1.16103667237399
Cf,A,16,36C,19/11/2013,15,8,1,1.13851791642936
Cf,A,16,36C,22/11/2013,18,12,1.5874010519682,1.14249721259832
Cf,A,16,36C,25/11/2013,21,15,1.44224957030741,1.13390723277735
Cf,A,16,36C,28/11/2013,24,19,1.5874010519682,1.12798421206203
Cf,A,16,36C,01/12/2013,27,19,0,1.1129907994843
Cf,A,16,36C,04/12/2013,30,19,0,1.10113969000333
Cf,A,16,36C,07/12/2013,33,19,0,1.09153724911949
Cf,A,16,36C,10/12/2013,36,25,1.81712059283214,1.09229312748614
Cf,A,16,36C,13/12/2013,39,25,0,1.08490080597928
Cf,A,16,36C,16/12/2013,42,25,0,1.07860436232091
Cf,A,16,36C,19/12/2013,45,25,0,1.07317701110329
Cf,A,16,36C,22/12/2013,48,30,1.7099759466767,1.07267121108866
Cf,A,16,36C,25/12/2013,51,32,1.25992104989487,1.069651701045
Cf,A,16,36C,28/12/2013,54,33,1,1.06628462668184
Cf,A,16,36C,31/12/2013,57,37,1.5874010519682,1.06488706715241
Cf,A,16,36C,03/01/2014,60,40,1.44224957030741,1.06296201055663
Cf,A,16,36C,07/01/2014,63,43,1.44224957030741,1.0611233267166
Cf,A,16,36C,10/01/2014,66,47,1.5874010519682,1.05972529420696
Cf,A,16,36C,13/01/2014,69,47,0,1.05705586348514
Cf,A,16,36C,16/01/2014,72,47,0,1.05461479280605
Cf,A,16,36C,19/01/2014,75,47,0,1.05237398685539
Cf,A,16,36C,22/01/2014,78,47,0,1.0503097767234
Cf,A,16,36C,25/01/2014,81,47,0,1.04840208135632
Cf,A,16,36C,28/01/2014,84,51,1.5874010519682,1.04767319710582
Cf,A,16,36C,31/01/2014,87,51,0,1.04599206719627
Cf,A,16,36D,04/11/2013,0,1,0,0
Cf,A,16,36D,07/11/2013,3,1,0,0
Cf,A,16,36D,10/11/2013,6,2,1,1
Cf,A,16,36D,13/11/2013,9,2,0,1
Cf,A,16,36D,16/11/2013,12,5,1.44224957030741,1.12246204830937
Cf,A,16,36D,19/11/2013,15,5,0,1.09682497969463
Cf,A,16,36D,22/11/2013,18,8,1.44224957030741,1.11416597372887
Cf,A,16,36D,25/11/2013,21,8,0,1.09709128161018
Cf,A,16,36D,28/11/2013,24,8,0,1.08445720458648
Cf,A,16,36D,01/12/2013,27,13,1.7099759466767,1.09640163821501
Cf,A,16,36D,04/12/2013,30,13,0,1.08635735294193
Cf,A,16,36D,07/12/2013,33,13,0,1.07820778190779
Cf,A,16,36D,10/12/2013,36,13,0,1.07146319330514
Cf,A,16,36D,13/12/2013,39,14,1,1.06797884495004
Cf,A,16,36D,16/12/2013,42,14,0,1.06297355654233
Cf,A,16,36D,19/12/2013,45,18,1.5874010519682,1.06498455481445
Cf,A,16,36D,22/12/2013,48,20,1.25992104989487,1.06326299680196
Cf,A,16,36D,25/12/2013,51,26,1.81712059283214,1.06514955044101
Cf,A,16,36D,28/12/2013,54,27,1,1.06219244998179
Cf,A,16,36D,31/12/2013,57,31,1.5874010519682,1.06148633576113
Cf,A,16,36D,03/01/2014,60,31,0,1.05832410402022
Cf,A,16,36D,07/01/2014,63,35,1.5874010519682,1.05757016178728
Cf,A,16,36D,10/01/2014,66,40,1.7099759466767,1.05707801254588
Cf,A,16,36D,13/01/2014,69,40,0,1.05452992226698
Cf,A,16,36D,16/01/2014,72,40,0,1.05219956894123
Cf,A,16,36D,19/01/2014,75,40,0,1.05006019239314
Cf,A,16,36D,22/01/2014,78,40,0,1.04808924430515
Cf,A,16,36D,25/01/2014,81,40,0,1.04626759106668
Cf,A,16,36D,28/01/2014,84,40,0,1.0445788910415
Cf,A,16,36D,31/01/2014,87,40,0,1.04300910330187
Cf,A,16,38A,04/11/2013,0,1,0,0
Cf,A,16,38A,07/11/2013,3,1,0,0
Cf,A,16,38A,10/11/2013,6,3,1.25992104989487,1.12246204830937
Cf,A,16,38A,13/11/2013,9,3,0,1.08005973889231
Cf,A,16,38A,16/11/2013,12,5,1.25992104989487,1.12246204830937
Cf,A,16,38A,19/11/2013,15,5,0,1.09682497969463
Cf,A,16,38A,22/11/2013,18,5,0,1.08005973889231
Cf,A,16,38A,25/11/2013,21,9,1.5874010519682,1.10408951367381
Cf,A,16,38A,28/11/2013,24,9,0,1.09050773266526
Cf,A,16,38A,01/12/2013,27,9,0,1.08005973889231
Cf,A,16,38A,04/12/2013,30,9,0,1.07177346253629
Cf,A,16,38A,07/12/2013,33,9,0,1.06504108943996
Cf,A,16,38A,10/12/2013,36,9,0,1.0594630943593
Cf,A,16,38A,13/12/2013,39,14,1.7099759466767,1.06797884495004
Cf,A,16,38A,16/12/2013,42,17,1.44224957030741,1.0682416908144
Cf,A,16,38A,19/12/2013,45,17,0,1.06355075893776
Cf,A,16,38A,22/12/2013,48,17,0,1.0594630943593
Cf,A,16,38A,25/12/2013,51,17,0,1.05586938031484
Cf,A,16,38A,28/12/2013,54,17,0,1.05268520263896
Cf,A,16,38A,31/12/2013,57,17,0,1.04984434193916
Cf,A,16,38A,03/01/2014,60,17,0,1.04729412282063
Cf,A,16,38A,07/01/2014,63,17,0,1.04499212008252
Cf,A,16,38A,10/01/2014,66,17,0,1.0429037814464
Cf,A,16,38A,13/01/2014,69,17,0,1.04100068249754
Cf,A,16,38A,16/01/2014,72,17,0,1.03925922603184
Cf,A,16,38A,19/01/2014,75,17,0,1.03765965915975
Cf,A,16,38A,22/01/2014,78,17,0,1.03618532115067
Cf,A,16,38A,25/01/2014,81,17,0,1.03482206120702
Cf,A,16,38A,28/01/2014,84,17,0,1.03355778300703
Cf,A,16,38A,31/01/2014,87,17,0,1.03238208494456
Cf,A,16,38B,04/11/2013,0,1,0,0
Cf,A,16,38B,07/11/2013,3,1,0,0
Cf,A,16,38B,10/11/2013,6,1,0,0
Cf,A,16,38B,13/11/2013,9,3,1.25992104989487,1.08005973889231
Cf,A,16,38B,16/11/2013,12,3,0,1.0594630943593
Cf,A,16,38B,19/11/2013,15,5,1.25992104989487,1.09682497969463
Cf,A,16,38B,22/11/2013,18,5,0,1.08005973889231
Cf,A,16,38B,25/11/2013,21,9,1.5874010519682,1.10408951367381
Cf,A,16,38B,28/11/2013,24,10,1,1.09587269113524
Cf,A,16,38B,01/12/2013,27,10,0,1.08478161262823
Cf,A,16,38B,04/12/2013,30,10,0,1.07598962472535
Cf,A,16,38B,07/12/2013,33,10,0,1.06884920777555
Cf,A,16,38B,10/12/2013,36,10,0,1.06293507041105
Cf,A,16,38B,13/12/2013,39,11,1,1.06081835513945
Cf,A,16,38B,16/12/2013,42,11,0,1.05635410374919
Cf,A,16,38B,19/12/2013,45,17,1.81712059283214,1.06355075893776
Cf,A,16,38B,22/12/2013,48,17,0,1.0594630943593
Cf,A,16,38B,25/12/2013,51,17,0,1.05586938031484
Cf,A,16,38B,28/12/2013,54,17,0,1.05268520263896
Cf,A,16,38B,31/12/2013,57,26,2.0800838230519,1.05809646465199
Cf,A,16,38B,03/01/2014,60,32,1.81712059283214,1.0589026330857
Cf,A,16,38B,07/01/2014,63,40,2,1.05987584315078
Cf,A,16,38B,10/01/2014,66,40,0,1.05707801254588
Cf,A,16,38B,13/01/2014,69,40,0,1.05452992226698
Cf,A,16,38B,16/01/2014,72,40,0,1.05219956894123
Cf,A,16,38B,19/01/2014,75,40,0,1.05006019239314
Cf,A,16,38B,22/01/2014,78,40,0,1.04808924430515
Cf,A,16,38B,25/01/2014,81,40,0,1.04626759106668
Cf,A,16,38B,28/01/2014,84,40,0,1.0445788910415
Cf,A,16,38B,31/01/2014,87,40,0,1.04300910330187
Cf,A,16,38C,04/11/2013,0,1,0,0
Cf,A,16,38C,07/11/2013,3,1,0,0
Cf,A,16,38C,10/11/2013,6,2,1,1
Cf,A,16,38C,13/11/2013,9,3,1,1.08005973889231
Cf,A,16,38C,16/11/2013,12,5,1.25992104989487,1.12246204830937
Cf,A,16,38C,19/11/2013,15,9,1.5874010519682,1.14869835499704
Cf,A,16,38C,22/11/2013,18,9,0,1.12246204830937
Cf,A,16,38C,25/11/2013,21,9,0,1.10408951367381
Cf,A,16,38C,28/11/2013,24,14,1.7099759466767,1.11279279827897
Cf,A,16,38C,01/12/2013,27,14,0,1.09965679255338
Cf,A,16,38C,04/12/2013,30,18,1.5874010519682,1.09904370741815
Cf,A,16,38C,07/12/2013,33,19,1,1.09153724911949
Cf,A,16,38C,10/12/2013,36,22,1.44224957030741,1.08824909268747
Cf,A,16,38C,13/12/2013,39,23,1,1.0824830242702
Cf,A,16,38C,16/12/2013,42,28,1.7099759466767,1.08163340035277
Cf,A,16,38C,19/12/2013,45,33,1.7099759466767,1.08005973889231
Cf,A,16,38C,22/12/2013,48,38,1.7099759466767,1.07812935054054
Cf,A,16,38C,25/12/2013,51,38,0,1.07336901273322
Cf,A,16,38C,28/12/2013,54,41,1.44224957030741,1.07069993822222
Cf,A,16,38C,31/12/2013,57,47,1.81712059283214,1.0694763619225
Cf,A,16,38C,03/01/2014,60,47,0,1.06589059584938
Cf,A,16,38C,07/01/2014,63,47,0,1.06265669188516
Cf,A,16,38C,10/01/2014,66,47,0,1.05972529420696
Cf,A,16,38C,13/01/2014,69,52,1.7099759466767,1.05863779242217
Cf,A,16,38C,16/01/2014,72,52,0,1.05612725995416
Cf,A,16,38C,19/01/2014,75,52,0,1.05382282869202
Cf,A,16,38C,22/01/2014,78,52,0,1.05170012450921
Cf,A,16,38C,25/01/2014,81,52,0,1.04973847025173
Cf,A,16,38C,28/01/2014,84,53,1,1.04816248382347
Cf,A,16,38C,31/01/2014,87,53,0,1.04646372010908
Cf,A,16,38D,04/11/2013,0,1,0,0
Cf,A,16,38D,07/11/2013,3,1,0,0
Cf,A,16,38D,10/11/2013,6,1,0,0
Cf,A,16,38D,13/11/2013,9,3,1.25992104989487,1.08005973889231
Cf,A,16,38D,16/11/2013,12,3,0,1.0594630943593
Cf,A,16,38D,19/11/2013,15,3,0,1.04729412282063
Cf,A,16,38D,22/11/2013,18,5,1.25992104989487,1.08005973889231
Cf,A,16,38D,25/11/2013,21,9,1.5874010519682,1.10408951367381
Cf,A,16,38D,28/11/2013,24,9,0,1.09050773266526
Cf,A,16,38D,01/12/2013,27,9,0,1.08005973889231
Cf,A,16,38D,04/12/2013,30,8,-1,1.06701355025574
Cf,A,16,38D,07/12/2013,33,16,2,1.0855232483698
Cf,A,16,38D,10/12/2013,36,16,0,1.07812521073001
Cf,A,16,38D,13/12/2013,39,16,0,1.07190472701258
Cf,A,16,38D,16/12/2013,42,16,0,1.0666014575698
Cf,A,16,38D,19/12/2013,45,16,0,1.06202651904254
Cf,A,16,38D,22/12/2013,48,18,1.25992104989487,1.06080205535685
Cf,A,16,38D,25/12/2013,51,25,1.91293118277239,1.06429731256325
Cf,A,16,38D,28/12/2013,54,25,0,1.06061915777943
Cf,A,16,38D,31/12/2013,57,33,2,1.06268888938413
Cf,A,16,38D,03/01/2014,60,33,0,1.0594630943593
Cf,A,16,38D,07/01/2014,63,33,0,1.05655295619514
Cf,A,16,38D,10/01/2014,66,39,1.81712059283214,1.05666206234992
Cf,A,16,38D,13/01/2014,69,45,1.81712059283214,1.05637509733999
Cf,A,16,38D,16/01/2014,72,45,0,1.05396388977839
Cf,A,16,38D,19/01/2014,75,60,2.46621207433047,1.05587221128283
Cf,A,16,38D,22/01/2014,78,62,1.25992104989487,1.05411706475235
Cf,A,16,38D,25/01/2014,81,63,1,1.05227267380113
Cf,A,16,38D,28/01/2014,84,63,0,1.05035956898771
Cf,A,16,38D,31/01/2014,87,63,0,1.04858152918755
Cf,A,16,42A,04/11/2013,0,1,0,0
Cf,A,16,42A,07/11/2013,3,1,0,0
Cf,A,16,42A,10/11/2013,6,2,1,1
Cf,A,16,42A,13/11/2013,9,2,0,1
Cf,A,16,42A,16/11/2013,12,4,1.25992104989487,1.09587269113524
Cf,A,16,42A,19/11/2013,15,5,1,1.09682497969463
Cf,A,16,42A,22/11/2013,18,5,0,1.08005973889231
Cf,A,16,42A,25/11/2013,21,5,0,1.0682416908144
Cf,A,16,42A,28/11/2013,24,5,0,1.0594630943593
Cf,A,16,42A,01/12/2013,27,5,0,1.05268520263896
Cf,A,16,42A,04/12/2013,30,8,1.44224957030741,1.06701355025574
Cf,A,16,42A,07/12/2013,33,9,1,1.06504108943996
Cf,A,16,42A,10/12/2013,36,11,1.25992104989487,1.06605049898479
Cf,A,16,42A,13/12/2013,39,11,0,1.06081835513945
Cf,A,16,42A,16/12/2013,42,11,0,1.05635410374919
Cf,A,16,42A,19/12/2013,45,11,0,1.05250028527773
Cf,A,16,42A,22/12/2013,48,18,1.91293118277239,1.06080205535685
Cf,A,16,42A,25/12/2013,51,24,1.81712059283214,1.06340952455023
Cf,A,16,42A,28/12/2013,54,24,0,1.05978356965146
Cf,A,16,42A,31/12/2013,57,28,1.5874010519682,1.05952606473828
Cf,A,16,42A,03/01/2014,60,30,1.25992104989487,1.05772629243726
Cf,A,16,42A,07/01/2014,63,32,1.25992104989487,1.05602064301697
Cf,A,16,42A,10/01/2014,66,32,0,1.05340745924842
Cf,A,16,42A,13/01/2014,69,32,0,1.05102715672467
Cf,A,16,42A,16/01/2014,72,32,0,1.04884993797762
Cf,A,16,42A,19/01/2014,75,32,0,1.0468508803077
Cf,A,16,42A,22/01/2014,78,32,0,1.04500897822274
Cf,A,16,42A,25/01/2014,81,32,0,1.04330640303061
Cf,A,16,42A,28/01/2014,84,32,0,1.04172792423148
Cf,A,16,42A,31/01/2014,87,32,0,1.04026045291312
Cf,A,16,42B,04/11/2013,0,1,0,0
Cf,A,16,42B,07/11/2013,3,1,0,0
Cf,A,16,42B,10/11/2013,6,2,1,1
Cf,A,16,42B,13/11/2013,9,3,1,1.08005973889231
Cf,A,16,42B,16/11/2013,12,3,0,1.0594630943593
Cf,A,16,42B,19/11/2013,15,3,0,1.04729412282063
Cf,A,16,42B,22/11/2013,18,3,0,1.03925922603184
Cf,A,16,42B,25/11/2013,21,9,1.81712059283214,1.10408951367381
Cf,A,16,42B,28/11/2013,24,9,0,1.09050773266526
Cf,A,16,42B,01/12/2013,27,9,0,1.08005973889231
Cf,A,16,42B,04/12/2013,30,15,1.81712059283214,1.09195380973852
Cf,A,16,42B,07/12/2013,33,20,1.7099759466767,1.09332709029008
Cf,A,16,42B,10/12/2013,36,24,1.5874010519682,1.09100256898362
Cf,A,16,42B,13/12/2013,39,24,0,1.08371752968405
Cf,A,16,42B,16/12/2013,42,24,0,1.07751194005164
Cf,A,16,42B,19/12/2013,45,25,1,1.07317701110329
Cf,A,16,42B,22/12/2013,48,25,0,1.06845048581212
Cf,A,16,42B,25/12/2013,51,29,1.5874010519682,1.0675190840988
Cf,A,16,42B,28/12/2013,54,29,0,1.06365117160388
Cf,A,16,42B,31/12/2013,57,29,0,1.06020228863195
Cf,A,16,42B,03/01/2014,60,36,1.91293118277239,1.06104662284228
Cf,A,16,42B,07/01/2014,63,36,0,1.0580568825482
Cf,A,16,42B,10/01/2014,66,36,0,1.05534624777104
Cf,A,16,42B,13/01/2014,69,36,0,1.05287738565579
Cf,A,16,42B,16/01/2014,72,36,0,1.05061933610284
Cf,A,16,42B,19/01/2014,75,36,0,1.048546207847
Cf,A,16,42B,22/01/2014,78,36,0,1.04663618205602
Cf,A,16,42B,25/01/2014,81,47,2.22398009056932,1.04840208135632
Cf,A,16,42B,28/01/2014,84,47,0,1.04663375264901
Cf,A,16,42B,31/01/2014,87,47,0,1.044990058917
Cf,A,16,42C,04/11/2013,0,1,0,0
Cf,A,16,42C,07/11/2013,3,1,0,0
Cf,A,16,42C,10/11/2013,6,3,1.25992104989487,1.12246204830937
Cf,A,16,42C,13/11/2013,9,3,0,1.08005973889231
Cf,A,16,42C,16/11/2013,12,4,1,1.09587269113524
Cf,A,16,42C,19/11/2013,15,4,0,1.07598962472535
Cf,A,16,42C,22/11/2013,18,9,1.7099759466767,1.12246204830937
