Species,Series,Temp, Polyp,Date,Age,Cum N,R,R 1
Cf,A,18,4D,28-11-2013,24,4,0,1.046839382
Cf,A,18,4D,01-12-2013,27,4,0,1.041528498
Cf,A,18,4D,04-12-2013,30,4,0,1.037299197
Cf,A,18,4D,07-12-2013,33,4,0,1.033851637
Cf,A,18,4D,10-12-2013,36,4,0,1.030987425
Cf,A,18,4D,13-12-2013,39,4,0,1.028570059
Cf,A,18,4D,16-12-2013,42,4,0,1.026502544
Cf,A,18,4D,19-12-2013,45,4,0,1.024714059
Cf,A,18,4D,22-12-2013,48,4,0,1.02315169
Cf,A,18,4D,25-12-2013,51,4,0,1.021775109
Cf,A,18,4D,28-12-2013,54,4,0,1.020553035
Cf,A,18,4D,31-12-2013,57,4,0,1.019460841
Cf,A,18,4D,03-01-2014,60,4,0,1.018478864
Cf,A,18,4D,07-01-2014,63,4,0,1.017591225
Cf,A,18,4D,10-01-2014,66,4,0,1.016784951
Cf,A,18,4D,13-01-2014,69,4,0,1.016049346
Cf,A,18,4D,16-01-2014,72,4,0,1.015375509
Cf,A,18,4D,19-01-2014,75,4,0,1.014755974
Cf,A,18,4D,22-01-2014,78,7,1.44224957,1.023237147
Cf,A,18,4D,25-01-2014,81,7,0,1.022366959
Cf,A,18,4D,28-01-2014,84,7,0,1.021559591
Cf,A,18,4D,31-01-2014,87,7,0,1.020808476
Cf,A,18,18A,04-11-2013,0,1,0,0
Cf,A,18,18A,07-11-2013,3,1,0,0
Cf,A,18,18A,10-11-2013,6,2,1,1
Cf,A,18,18A,13-11-2013,9,3,1,1.080059739
Cf,A,18,18A,16-11-2013,12,3,0,1.059463094
Cf,A,18,18A,19-11-2013,15,3,0,1.047294123
Cf,A,18,18A,22-11-2013,18,3,0,1.039259226
Cf,A,18,18A,25-11-2013,21,5,1.25992105,1.068241691
Cf,A,18,18A,28-11-2013,24,5,0,1.059463094
Cf,A,18,18A,01-12-2013,27,5,0,1.052685203
Cf,A,18,18A,04-12-2013,30,5,0,1.047294123
Cf,A,18,18A,07-12-2013,33,8,1.44224957,1.060740208
Cf,A,18,18A,10-12-2013,36,13,1.709975947,1.071463193
Cf,A,18,18A,13-12-2013,39,13,0,1.065789197
Cf,A,18,18A,16-12-2013,42,14,1,1.062973557
Cf,A,18,18A,19-12-2013,45,17,1.44224957,1.063550759
Cf,A,18,18A,22-12-2013,48,19,1.25992105,1.062066011
Cf,A,18,18A,25-12-2013,51,23,1.587401052,1.062483057
Cf,A,18,18A,28-12-2013,54,27,1.587401052,1.06219245
Cf,A,18,18A,31-12-2013,57,29,1.25992105,1.060202289
Cf,A,18,18A,03-01-2014,60,30,1,1.057726292
Cf,A,18,18A,07-01-2014,63,32,1.25992105,1.056020643
Cf,A,18,18A,10-01-2014,66,37,1.709975947,1.055796799
Cf,A,18,18A,13-01-2014,69,37,0,1.053307335
Cf,A,18,18A,16-01-2014,72,37,0,1.051030484
Cf,A,18,18A,19-01-2014,75,37,0,1.048940128
Cf,A,18,18A,22-01-2014,78,37,0,1.047014259
Cf,A,18,18A,25-01-2014,81,37,0,1.045234199
Cf,A,18,18A,28-01-2014,84,37,0,1.043583997
Cf,A,18,18A,31-01-2014,87,37,0,1.042049944
Cf,A,18,18B,04-11-2013,0,1,0,0
Cf,A,18,18B,07-11-2013,3,2,1,1
Cf,A,18,18B,10-11-2013,6,3,1,1.122462048
Cf,A,18,18B,13-11-2013,9,5,1.25992105,1.16652904
Cf,A,18,18B,16-11-2013,12,5,0,1.122462048
Cf,A,18,18B,19-11-2013,15,5,0,1.09682498
Cf,A,18,18B,22-11-2013,18,5,0,1.080059739
Cf,A,18,18B,25-11-2013,21,5,0,1.068241691
Cf,A,18,18B,28-11-2013,24,7,1.25992105,1.077514117
Cf,A,18,18B,01-12-2013,27,9,1.25992105,1.080059739
Cf,A,18,18B,04-12-2013,30,9,0,1.071773463
Cf,A,18,18B,07-12-2013,33,9,0,1.065041089
Cf,A,18,18B,10-12-2013,36,9,0,1.059463094
Cf,A,18,18B,13-12-2013,39,9,0,1.054766076
Cf,A,18,18B,16-12-2013,42,9,0,1.050756639
Cf,A,18,18B,19-12-2013,45,9,0,1.047294123
Cf,A,18,18B,22-12-2013,48,9,0,1.044273782
Cf,A,18,18B,25-12-2013,51,11,1.25992105,1.046183444
Cf,A,18,18B,28-12-2013,54,11,0,1.04356263
Cf,A,18,18B,31-12-2013,57,11,0,1.041223256
Cf,A,18,18B,03-01-2014,60,11,0,1.039122304
Cf,A,18,18B,07-01-2014,63,11,0,1.037225095
Cf,A,18,18B,10-01-2014,66,11,0,1.035503366
Cf,A,18,18B,13-01-2014,69,11,0,1.033933849
Cf,A,18,18B,16-01-2014,72,15,1.587401052,1.037333599
Cf,A,18,18B,19-01-2014,75,15,0,1.035813834
Cf,A,18,18B,22-01-2014,78,15,0,1.034412951
Cf,A,18,18B,25-01-2014,81,15,0,1.033117525
Cf,A,18,18B,28-01-2014,84,15,0,1.031916083
Cf,A,18,18B,31-01-2014,87,15,0,1.030798755
Cf,A,18,18C,04-11-2013,0,1,0,0
Cf,A,18,18C,07-11-2013,3,1,0,0
Cf,A,18,18C,10-11-2013,6,2,1,1
Cf,A,18,18C,13-11-2013,9,2,0,1
Cf,A,18,18C,16-11-2013,12,6,1.587401052,1.143529836
Cf,A,18,18C,19-11-2013,15,6,0,1.113263577
Cf,A,18,18C,22-11-2013,18,6,0,1.09353243
Cf,A,18,18C,25-11-2013,21,9,1.44224957,1.104089514
Cf,A,18,18C,28-11-2013,24,9,0,1.090507733
Cf,A,18,18C,01-12-2013,27,13,1.587401052,1.096401638
Cf,A,18,18C,04-12-2013,30,15,1.25992105,1.09195381
Cf,A,18,18C,07-12-2013,33,18,1.44224957,1.089648263
Cf,A,18,18C,10-12-2013,36,20,1.25992105,1.085227857
Cf,A,18,18C,13-12-2013,39,21,1,1.079840827
Cf,A,18,18C,16-12-2013,42,25,1.587401052,1.078604362
Cf,A,18,18C,19-12-2013,45,28,1.44224957,1.075989625
Cf,A,18,18C,22-12-2013,48,35,1.912931183,1.076231777
Cf,A,18,18C,25-12-2013,51,36,1,1.072200102
Cf,A,18,18C,28-12-2013,54,36,0,1.068055578
Cf,A,18,18C,31-12-2013,57,36,0,1.064360902
Cf,A,18,18C,03-01-2014,60,39,1.44224957,1.062501928
Cf,A,18,18C,07-01-2014,63,39,0,1.059438937
Cf,A,18,18C,10-01-2014,66,41,1.25992105,1.057483589
Cf,A,18,18C,13-01-2014,69,45,1.587401052,1.056375097
Cf,A,18,18C,16-01-2014,72,45,0,1.05396389
Cf,A,18,18C,19-01-2014,75,45,0,1.05175044
Cf,A,18,18C,22-01-2014,78,47,1.25992105,1.050309777
Cf,A,18,18C,25-01-2014,81,47,0,1.048402081
Cf,A,18,18C,28-01-2014,84,47,0,1.046633753
Cf,A,18,18C,31-01-2014,87,47,0,1.044990059
Cf,A,18,18D,04-11-2013,0,1,0,0
Cf,A,18,18D,07-11-2013,3,1,0,0
Cf,A,18,18D,10-11-2013,6,2,1,1
Cf,A,18,18D,13-11-2013,9,2,0,1
Cf,A,18,18D,16-11-2013,12,2,0,1
Cf,A,18,18D,19-11-2013,15,2,0,1
Cf,A,18,18D,22-11-2013,18,3,1,1.039259226
Cf,A,18,18D,25-11-2013,21,4,1,1.053707472
Cf,A,18,18D,28-11-2013,24,4,0,1.046839382
Cf,A,18,18D,01-12-2013,27,4,0,1.041528498
Cf,A,18,18D,04-12-2013,30,4,0,1.037299197
Cf,A,18,18D,07-12-2013,33,4,0,1.033851637
Cf,A,18,18D,10-12-2013,36,4,0,1.030987425
Cf,A,18,18D,13-12-2013,39,4,0,1.028570059
Cf,A,18,18D,16-12-2013,42,4,0,1.026502544
Cf,A,18,18D,19-12-2013,45,4,0,1.024714059
Cf,A,18,18D,22-12-2013,48,5,1,1.029302237
Cf,A,18,18D,25-12-2013,51,5,0,1.02755505
Cf,A,18,18D,28-12-2013,54,5,0,1.026004485
Cf,A,18,18D,31-12-2013,57,7,1.25992105,1.031933654
Cf,A,18,18D,03-01-2014,60,7,0,1.030313019
Cf,A,18,18D,07-01-2014,63,7,0,1.028848923
Cf,A,18,18D,10-01-2014,66,11,1.587401052,1.035503366
Cf,A,18,18D,13-01-2014,69,11,0,1.033933849
Cf,A,18,18D,16-01-2014,72,11,0,1.032497215
Cf,A,18,18D,19-01-2014,75,11,0,1.031177275
Cf,A,18,18D,22-01-2014,78,11,0,1.029960366
Cf,A,18,18D,25-01-2014,81,11,0,1.028834879
Cf,A,18,18D,28-01-2014,84,11,0,1.027790885
Cf,A,18,18D,31-01-2014,87,11,0,1.026819843
Cf,A,18,26A,04-11-2013,0,1,0,0
Cf,A,18,26A,07-11-2013,3,2,1,1
Cf,A,18,26A,10-11-2013,6,5,1.44224957,1.25992105
Cf,A,18,26A,13-11-2013,9,4,-1,1.129830964
Cf,A,18,26A,16-11-2013,12,5,1,1.122462048
Cf,A,18,26A,19-11-2013,15,8,1.44224957,1.138517916
Cf,A,18,26A,22-11-2013,18,13,1.709975947,1.148033375
Cf,A,18,26A,25-11-2013,21,17,1.587401052,1.14114031
Cf,A,18,26A,28-11-2013,24,18,1,1.125301001
Cf,A,18,26A,01-12-2013,27,22,1.587401052,1.119363355
Cf,A,18,26A,04-12-2013,30,22,0,1.106812299
Cf,A,18,26A,07-12-2013,33,22,0,1.096648001
Cf,A,18,26A,10-12-2013,36,22,0,1.088249093
Cf,A,18,26A,13-12-2013,39,22,0,1.081192586
Cf,A,18,26A,16-12-2013,42,22,0,1.075180581
Cf,A,18,26A,19-12-2013,45,22,0,1.069997224
Cf,A,18,26A,22-12-2013,48,22,0,1.06548229
Cf,A,18,26A,25-12-2013,51,27,1.709975947,1.065969001
Cf,A,18,26A,28-12-2013,54,27,0,1.06219245
Cf,A,18,26A,31-12-2013,57,27,0,1.058824773
Cf,A,18,26A,03-01-2014,60,27,0,1.055802994
Cf,A,18,26A,07-01-2014,63,27,0,1.053076435
Cf,A,18,26A,10-01-2014,66,27,0,1.050603855
Cf,A,18,26A,13-01-2014,69,27,0,1.048351353
Cf,A,18,26A,16-01-2014,72,27,0,1.046290802
Cf,A,18,26A,19-01-2014,75,27,0,1.044398673
Cf,A,18,26A,22-01-2014,78,27,0,1.042655129
Cf,A,18,26A,25-01-2014,81,27,0,1.041043332
Cf,A,18,26A,28-01-2014,84,27,0,1.039548894
Cf,A,18,26A,31-01-2014,87,27,0,1.03815945
Cf,A,18,26B,04-11-2013,0,1,0,0
Cf,A,18,26B,07-11-2013,3,2,1,1
Cf,A,18,26B,10-11-2013,6,5,1.44224957,1.25992105
Cf,A,18,26B,13-11-2013,9,7,1.25992105,1.220284936
Cf,A,18,26B,16-11-2013,12,7,0,1.161036672
Cf,A,18,26B,19-11-2013,15,8,1,1.138517916
Cf,A,18,26B,22-11-2013,18,9,1,1.122462048
Cf,A,18,26B,25-11-2013,21,10,1,1.110299437
Cf,A,18,26B,28-11-2013,24,10,0,1.095872691
Cf,A,18,26B,01-12-2013,27,10,0,1.084781613
Cf,A,18,26B,04-12-2013,30,10,0,1.075989625
Cf,A,18,26B,07-12-2013,33,10,0,1.068849208
Cf,A,18,26B,10-12-2013,36,10,0,1.06293507
Cf,A,18,26B,13-12-2013,39,11,1,1.060818355
Cf,A,18,26B,16-12-2013,42,10,-1,1.053707472
Cf,A,18,26B,19-12-2013,45,10,0,1.050038902
Cf,A,18,26B,22-12-2013,48,11,1,1.049139729
Cf,A,18,26B,25-12-2013,51,14,1.44224957,1.051579295
Cf,A,18,26B,28-12-2013,54,17,1.44224957,1.052685203
Cf,A,18,26B,31-12-2013,57,17,0,1.049844342
Cf,A,18,26B,03-01-2014,60,17,0,1.047294123
Cf,A,18,26B,07-01-2014,63,17,0,1.04499212
Cf,A,18,26B,10-01-2014,66,17,0,1.042903781
Cf,A,18,26B,13-01-2014,69,17,0,1.041000682
Cf,A,18,26B,16-01-2014,72,17,0,1.039259226
Cf,A,18,26B,19-01-2014,75,17,0,1.037659659
Cf,A,18,26B,22-01-2014,78,17,0,1.036185321
Cf,A,18,26B,25-01-2014,81,17,0,1.034822061
Cf,A,18,26B,28-01-2014,84,17,0,1.033557783
Cf,A,18,26B,31-01-2014,87,17,0,1.032382085
Cf,A,18,26C,04-11-2013,0,1,0,0
Cf,A,18,26C,07-11-2013,3,1,0,0
Cf,A,18,26C,10-11-2013,6,3,1.25992105,1.122462048
Cf,A,18,26C,13-11-2013,9,3,0,1.080059739
Cf,A,18,26C,16-11-2013,12,7,1.587401052,1.161036672
Cf,A,18,26C,19-11-2013,15,9,1.25992105,1.148698355
Cf,A,18,26C,22-11-2013,18,9,0,1.122462048
Cf,A,18,26C,25-11-2013,21,9,0,1.104089514
Cf,A,18,26C,28-11-2013,24,9,0,1.090507733
Cf,A,18,26C,01-12-2013,27,9,0,1.080059739
Cf,A,18,26C,04-12-2013,30,11,1.25992105,1.079775162
Cf,A,18,26C,07-12-2013,33,11,0,1.072267222
Cf,A,18,26C,10-12-2013,36,11,0,1.066050499
Cf,A,18,26C,13-12-2013,39,11,0,1.060818355
Cf,A,18,26C,16-12-2013,42,11,0,1.056354104
Cf,A,18,26C,19-12-2013,45,11,0,1.052500285
Cf,A,18,26C,22-12-2013,48,11,0,1.049139729
Cf,A,18,26C,25-12-2013,51,11,0,1.046183444
Cf,A,18,26C,28-12-2013,54,11,0,1.04356263
Cf,A,18,26C,31-12-2013,57,11,0,1.041223256
Cf,A,18,26C,03-01-2014,60,11,0,1.039122304
Cf,A,18,26C,07-01-2014,63,11,0,1.037225095
Cf,A,18,26C,10-01-2014,66,11,0,1.035503366
Cf,A,18,26C,13-01-2014,69,11,0,1.033933849
Cf,A,18,26C,16-01-2014,72,11,0,1.032497215
Cf,A,18,26C,19-01-2014,75,11,0,1.031177275
Cf,A,18,26C,22-01-2014,78,11,0,1.029960366
Cf,A,18,26C,25-01-2014,81,10,-1,1.027497495
Cf,A,18,26C,28-01-2014,84,10,0,1.026502544
Cf,A,18,26C,31-01-2014,87,10,0,1.025577076
Cf,A,18,26D,04-11-2013,0,1,0,0
Cf,A,18,26D,07-11-2013,3,2,1,1
Cf,A,18,26D,10-11-2013,6,5,1.44224957,1.25992105
Cf,A,18,26D,13-11-2013,9,5,0,1.16652904
Cf,A,18,26D,16-11-2013,12,5,0,1.122462048
Cf,A,18,26D,19-11-2013,15,5,0,1.09682498
Cf,A,18,26D,22-11-2013,18,5,0,1.080059739
Cf,A,18,26D,25-11-2013,21,5,0,1.068241691
Cf,A,18,26D,28-11-2013,24,5,0,1.059463094
Cf,A,18,26D,01-12-2013,27,5,0,1.052685203
Cf,A,18,26D,04-12-2013,30,7,1.25992105,1.061544917
Cf,A,18,26D,07-12-2013,33,7,0,1.055796799
Cf,A,18,26D,10-12-2013,36,7,0,1.051030484
Cf,A,18,26D,13-12-2013,39,7,0,1.047014259
Cf,A,18,26D,16-12-2013,42,7,0,1.043583997
Cf,A,18,26D,19-12-2013,45,7,0,1.040620195
Cf,A,18,26D,22-12-2013,48,7,0,1.038033775
Cf,A,18,26D,25-12-2013,51,7,0,1.035756977
Cf,A,18,26D,28-12-2013,54,7,0,1.033737351
Cf,A,18,26D,31-12-2013,57,7,0,1.031933654
Cf,A,18,26D,03-01-2014,60,7,0,1.030313019
Cf,A,18,26D,07-01-2014,63,7,0,1.028848923
Cf,A,18,26D,10-01-2014,66,7,0,1.027519732
Cf,A,18,26D,13-01-2014,69,7,0,1.026307622
Cf,A,18,26D,16-01-2014,72,7,0,1.025197778
Cf,A,18,26D,19-01-2014,75,7,0,1.024177781
Cf,A,18,26D,22-01-2014,78,7,0,1.023237147
Cf,A,18,26D,25-01-2014,81,7,0,1.022366959
Cf,A,18,26D,28-01-2014,84,7,0,1.021559591
Cf,A,18,26D,31-01-2014,87,7,0,1.020808476
Cf,A,20,29A,04-11-2013,0,1,0,0
Cf,A,20,29A,07-11-2013,3,1,0,0
Cf,A,20,29A,10-11-2013,6,1,0,0
Cf,A,20,29A,13-11-2013,9,1,0,0
Cf,A,20,29A,16-11-2013,12,2,1,1
Cf,A,20,29A,19-11-2013,15,2,0,1
Cf,A,20,29A,22-11-2013,18,3,1,1.039259226
Cf,A,20,29A,25-11-2013,21,3,0,1.033557783
Cf,A,20,29A,28-11-2013,24,5,1.25992105,1.059463094
Cf,A,20,29A,01-12-2013,27,7,1.25992105,1.06861291
Cf,A,20,29A,04-12-2013,30,8,1,1.06701355
Cf,A,20,29A,07-12-2013,33,14,1.817120593,1.080826189
Cf,A,20,29A,10-12-2013,36,14,0,1.073848144
Cf,A,20,29A,13-12-2013,39,16,1.25992105,1.071904727
Cf,A,20,29A,16-12-2013,42,16,0,1.066601458
Cf,A,20,29A,19-12-2013,45,16,0,1.062026519
Cf,A,20,29A,22-12-2013,48,16,0,1.058039548
Cf,A,20,29A,25-12-2013,51,16,0,1.054534064
Cf,A,20,29A,28-12-2013,54,16,0,1.051427829
Cf,A,20,29A,31-12-2013,57,16,0,1.048656323
Cf,A,20,29A,03-01-2014,60,16,0,1.046168215
Cf,A,20,29A,07-01-2014,63,16,0,1.043922156
Cf,A,20,29A,10-01-2014,66,16,0,1.04188447
Cf,A,20,29A,13-01-2014,69,16,0,1.040027447
Cf,A,20,29A,16-01-2014,72,16,0,1.038328084
Cf,A,20,29A,19-01-2014,75,16,0,1.036767123
Cf,A,20,29A,22-01-2014,78,20,1.587401052,1.03847077
Cf,A,20,29A,25-01-2014,81,20,0,1.037019879
Cf,A,20,29A,28-01-2014,84,20,0,1.035674438
Cf,A,20,29A,31-01-2014,87,20,0,1.034423355
Cf,A,20,29B,04-11-2013,0,1,0,0
Cf,A,20,29B,07-11-2013,3,1,0,0
Cf,A,20,29B,10-11-2013,6,2,1,1
Cf,A,20,29B,13-11-2013,9,3,1,1.080059739
Cf,A,20,29B,16-11-2013,12,4,1,1.095872691
Cf,A,20,29B,19-11-2013,15,8,1.587401052,1.138517916
Cf,A,20,29B,22-11-2013,18,8,0,1.114165974
Cf,A,20,29B,25-11-2013,21,8,0,1.097091282
Cf,A,20,29B,28-11-2013,24,12,1.587401052,1.105074002
Cf,A,20,29B,01-12-2013,27,12,0,1.092874014
Cf,A,20,29B,04-12-2013,30,12,0,1.08321107
Cf,A,20,29B,07-12-2013,33,18,1.817120593,1.089648263
Cf,A,20,29B,10-12-2013,36,18,0,1.08188011
Cf,A,20,29B,13-12-2013,39,18,0,1.075350329
Cf,A,20,29B,16-12-2013,42,18,0,1.069784751
Cf,A,20,29B,19-12-2013,45,18,0,1.064984555
Cf,A,20,29B,22-12-2013,48,18,0,1.060802055
Cf,A,20,29B,25-12-2013,51,18,0,1.057125258
Cf,A,20,29B,28-12-2013,54,18,0,1.053867693
Cf,A,20,29B,31-12-2013,57,18,0,1.05096154
Cf,A,20,29B,03-01-2014,60,18,0,1.048352854
Cf,A,20,29B,07-01-2014,63,18,0,1.045998195
Cf,A,20,29B,10-01-2014,66,18,0,1.043862186
Cf,A,20,29B,13-01-2014,69,18,0,1.041915726
Cf,A,20,29B,16-01-2014,72,18,0,1.04013466
Cf,A,20,29B,19-01-2014,75,18,0,1.038498768
Cf,A,20,29B,22-01-2014,78,18,0,1.036990998
Cf,A,20,29B,25-01-2014,81,18,0,1.035596866
Cf,A,20,29B,28-01-2014,84,18,0,1.034303993
Cf,A,20,29B,31-01-2014,87,18,0,1.033101735
Cf,A,20,29C,04-11-2013,0,1,0,0
Cf,A,20,29C,07-11-2013,3,2,1,1
Cf,A,20,29C,10-11-2013,6,3,1,1.122462048
Cf,A,20,29C,13-11-2013,9,3,0,1.080059739
Cf,A,20,29C,16-11-2013,12,3,0,1.059463094
Cf,A,20,29C,19-11-2013,15,3,0,1.047294123
Cf,A,20,29C,22-11-2013,18,3,0,1.039259226
Cf,A,20,29C,25-11-2013,21,3,0,1.033557783
Cf,A,20,29C,28-11-2013,24,3,0,1.029302237
Cf,A,20,29C,01-12-2013,27,3,0,1.026004485
Cf,A,20,29C,04-12-2013,30,3,0,1.023373892
Cf,A,20,29C,07-12-2013,33,3,0,1.021226606
Cf,A,20,29C,10-12-2013,36,3,0,1.019440644
Cf,A,20,29C,13-12-2013,39,3,0,1.017931884
Cf,A,20,29C,16-12-2013,42,6,1.44224957,1.039063628
Cf,A,20,29C,19-12-2013,45,6,0,1.036412558
Cf,A,20,29C,22-12-2013,48,6,0,1.034098421
Cf,A,20,29C,25-12-2013,51,6,0,1.032060827
Cf,A,20,29C,28-12-2013,54,6,0,1.030253003
Cf,A,20,29C,31-12-2013,57,6,0,1.02863816
Cf,A,20,29C,03-01-2014,60,6,0,1.027186966
Cf,A,20,29C,07-01-2014,63,6,0,1.025875745
Cf,A,20,29C,10-01-2014,66,6,0,1.024685179
Cf,A,20,29C,13-01-2014,69,8,1.25992105,1.028603026
Cf,A,20,29C,16-01-2014,72,8,0,1.027395059
Cf,A,20,29C,19-01-2014,75,8,0,1.026284982
Cf,A,20,29C,22-01-2014,78,16,2,1.035328318
Cf,A,20,29C,25-01-2014,81,16,0,1.033997872
Cf,A,20,29C,28-01-2014,84,16,0,1.032763989
Cf,A,20,29C,31-01-2014,87,16,0,1.031616525
Cf,A,20,29D,04-11-2013,0,1,0,0
Cf,A,20,29D,07-11-2013,3,1,0,0
Cf,A,20,29D,10-11-2013,6,3,1.25992105,1.122462048
Cf,A,20,29D,13-11-2013,9,3,0,1.080059739
Cf,A,20,29D,16-11-2013,12,3,0,1.059463094
Cf,A,20,29D,19-11-2013,15,3,0,1.047294123
Cf,A,20,29D,22-11-2013,18,4,1,1.06293507
Cf,A,20,29D,25-11-2013,21,4,0,1.053707472
Cf,A,20,29D,28-11-2013,24,4,0,1.046839382
Cf,A,20,29D,01-12-2013,27,4,0,1.041528498
Cf,A,20,29D,04-12-2013,30,4,0,1.037299197
Cf,A,20,29D,07-12-2013,33,4,0,1.033851637
Cf,A,20,29D,10-12-2013,36,4,0,1.030987425
Cf,A,20,29D,13-12-2013,39,4,0,1.028570059
Cf,A,20,29D,16-12-2013,42,4,0,1.026502544
Cf,A,20,29D,19-12-2013,45,4,0,1.024714059
Cf,A,20,29D,22-12-2013,48,4,0,1.02315169
Cf,A,20,29D,25-12-2013,51,4,0,1.021775109
Cf,A,20,29D,28-12-2013,54,4,0,1.020553035
Cf,A,20,29D,31-12-2013,57,4,0,1.019460841
Cf,A,20,29D,03-01-2014,60,4,0,1.018478864
Cf,A,20,29D,07-01-2014,63,4,0,1.017591225
Cf,A,20,29D,10-01-2014,66,4,0,1.016784951
Cf,A,20,29D,13-01-2014,69,4,0,1.016049346
Cf,A,20,29D,16-01-2014,72,4,0,1.015375509
Cf,A,20,29D,19-01-2014,75,4,0,1.014755974
Cf,A,20,29D,22-01-2014,78,4,0,1.014184431
Cf,A,20,29D,25-01-2014,81,4,0,1.013655511
Cf,A,20,29D,28-01-2014,84,4,0,1.013164618
Cf,A,20,29D,31-01-2014,87,4,0,1.012707794
Cf,A,20,11A,04-11-2013,0,1,0,0
Cf,A,20,11A,07-11-2013,3,1,0,0
Cf,A,20,11A,10-11-2013,6,3,1.25992105,1.122462048
Cf,A,20,11A,13-11-2013,9,4,1,1.129830964
Cf,A,20,11A,16-11-2013,12,5,1,1.122462048
Cf,A,20,11A,19-11-2013,15,8,1.44224957,1.138517916
Cf,A,20,11A,22-11-2013,18,8,0,1.114165974
Cf,A,20,11A,25-11-2013,21,8,0,1.097091282
Cf,A,20,11A,28-11-2013,24,12,1.587401052,1.105074002
Cf,A,20,11A,01-12-2013,27,12,0,1.092874014
Cf,A,20,11A,04-12-2013,30,12,0,1.08321107
Cf,A,20,11A,07-12-2013,33,12,0,1.075368607
Cf,A,20,11A,10-12-2013,36,15,1.44224957,1.076060996
Cf,A,20,11A,13-12-2013,39,17,1.25992105,1.07368002
Cf,A,20,11A,16-12-2013,42,17,0,1.068241691
Cf,A,20,11A,19-12-2013,45,18,1,1.064984555
Cf,A,20,11A,22-12-2013,48,26,2,1.069359545
Cf,A,20,11A,25-12-2013,51,26,0,1.06514955
Cf,A,20,11A,28-12-2013,54,33,1.912931183,1.066284627
Cf,A,20,11A,31-12-2013,57,33,0,1.062688889
Cf,A,20,11A,03-01-2014,60,40,1.912931183,1.062962011
Cf,A,20,11A,07-01-2014,63,41,1,1.060301861
Cf,A,20,11A,10-01-2014,66,41,0,1.057483589
Cf,A,20,11A,13-01-2014,69,41,0,1.054916926
Cf,A,20,11A,16-01-2014,72,41,0,1.052569625
Cf,A,20,11A,19-01-2014,75,41,0,1.050414722
Cf,A,20,11A,22-01-2014,78,41,0,1.048429496
Cf,A,20,11A,25-01-2014,81,41,0,1.046594669
Cf,A,20,11A,28-01-2014,84,41,0,1.044893777
Cf,A,20,11A,31-01-2014,87,41,0,1.043312673
Cf,A,20,11B,04-11-2013,0,1,0,0
Cf,A,20,11B,07-11-2013,3,1,0,0
Cf,A,20,11B,10-11-2013,6,2,1,1
Cf,A,20,11B,13-11-2013,9,2,0,1
Cf,A,20,11B,16-11-2013,12,2,0,1
Cf,A,20,11B,19-11-2013,15,4,1.25992105,1.075989625
Cf,A,20,11B,22-11-2013,18,4,0,1.06293507
Cf,A,20,11B,25-11-2013,21,4,0,1.053707472
Cf,A,20,11B,28-11-2013,24,9,1.709975947,1.090507733
Cf,A,20,11B,01-12-2013,27,9,0,1.080059739
Cf,A,20,11B,04-12-2013,30,9,0,1.071773463
Cf,A,20,11B,07-12-2013,33,9,0,1.065041089
Cf,A,20,11B,10-12-2013,36,9,0,1.059463094
Cf,A,20,11B,13-12-2013,39,12,1.44224957,1.063414007
Cf,A,20,11B,16-12-2013,42,16,1.587401052,1.066601458
Cf,A,20,11B,19-12-2013,45,22,1.817120593,1.069997224
Cf,A,20,11B,22-12-2013,48,26,1.587401052,1.069359545
Cf,A,20,11B,25-12-2013,51,28,1.25992105,1.066758117
Cf,A,20,11B,28-12-2013,54,29,1,1.063651172
Cf,A,20,11B,31-12-2013,57,30,1,1.06085519
Cf,A,20,11B,03-01-2014,60,36,1.817120593,1.061046623
Cf,A,20,11B,07-01-2014,63,39,1.44224957,1.059438937
Cf,A,20,11B,10-01-2014,66,45,1.817120593,1.059011797
Cf,A,20,11B,13-01-2014,69,48,1.44224957,1.057385382
Cf,A,20,11B,16-01-2014,72,51,1.44224957,1.055836826
Cf,A,20,11B,19-01-2014,75,51,0,1.053544619
Cf,A,20,11B,22-01-2014,78,54,1.44224957,1.052218906
Cf,A,20,11B,25-01-2014,81,54,0,1.050237101
Cf,A,20,11B,28-01-2014,84,54,0,1.048400197
Cf,A,20,11B,31-01-2014,87,54,0,1.046692863
Cf,A,20,11C,04-11-2013,0,1,0,0
Cf,A,20,11C,07-11-2013,3,1,0,0
Cf,A,20,11C,10-11-2013,6,2,1,1
Cf,A,20,11C,13-11-2013,9,2,0,1
Cf,A,20,11C,16-11-2013,12,3,1,1.059463094
Cf,A,20,11C,19-11-2013,15,3,0,1.047294123
Cf,A,20,11C,22-11-2013,18,3,0,1.039259226
Cf,A,20,11C,25-11-2013,21,6,1.44224957,1.079653224
Cf,A,20,11C,28-11-2013,24,6,0,1.069359545
Cf,A,20,11C,01-12-2013,27,7,1,1.06861291
Cf,A,20,11C,04-12-2013,30,7,0,1.061544917
Cf,A,20,11C,07-12-2013,33,7,0,1.055796799
Cf,A,20,11C,10-12-2013,36,13,1.817120593,1.071463193
Cf,A,20,11C,13-12-2013,39,14,1,1.067978845
Cf,A,20,11C,16-12-2013,42,17,1.44224957,1.068241691
Cf,A,20,11C,19-12-2013,45,18,1,1.064984555
Cf,A,20,11C,22-12-2013,48,18,0,1.060802055
Cf,A,20,11C,25-12-2013,51,19,1,1.058310698
